text_akhir,label
first january kim jong un according hear die,-1
admit bodyguard badass,1
cold,0
business,0
anyone remember la riots black looters looking police protection korean shop owners laughing loud,0
hi president kim,0
imagine north north korea get haircut crazy leader,-1
girl mortgage agent part plan,0
arabic material workers family except god muhammad god messenger corrupt,1
friend play guts,1
fyi nuclear weapons,-1
propaganda juc trynna paint mud,-1
dilemna mandela effect affect way know spelled ha ha,1
buslhit,0
mean,0
want move korea,1
true documentary film really brilliant,1
real horse,0
swear documentary film better netflix series classic,1
clapping happened,0
brave cameraman,1
sis thinks putin,0
mean president gene,0
korea attacked colonized japan china us north korea almost bombed existence korean war worked years guarantee never happen north korea approved country world poor never attacked,-1
beginning like introduction criminal,-1
kim jong un pawn tool used western elites create economic banking systems professional assassin end want easily elites also control firing organizations allowed live businesses continue,1
pray god never entered amma vagina,1
bless lucky born biggest world democracy india,1
women lucky women suspended,-1
degenerate america,0
world unfair show kim jong criminal never killed one million people iraq never geno palestine system used manage country could wrong world afraid,-1
documentary serves kim yo jong maybe exactly wants world see,0
well least takes care business terrorize world attack country eliminate terrorists killing innocent children countries bombs innocent civilians documentary shows bad light puts terror leaders good light,-1
problem kim subordinates kim free wolf chain dog,1
people like george soros targeted distorted democracy kingdom poor,-1
west america america called dictator follow command,0
nerve agent affect hand differential medical officers inject poison say,-1
crapper limousine hey boss mind crackin window,0
better watching sister,1
fake tito,-1
documentary hatred,-1
nerve agent topical placed hands others still alive think person lives hiding blame think double double eye whatever trump wants leave think country many countries managed badly require un failed war past ideology born helped create must things past time move forward people deserve get food medical care clothing let chaotic,-1
heroes,1
election law planned kill children,-1
interesting west go fight create peace call china north korea bad people ashamed country australia fought efforts peacekeeping approved nato many wars involved country brainwashed see also last district bank owned rothschild abkhazia cuba iran north korea russia bolivia syria wait media sensor country carry coming years everyone forgot quickly australia australia approved police shoot rubber bullets protesters covid jab vaccination mandated government live lucky country lied years,-1
media ideological dictators embarrassing classification manipulation fake news areolating democratic korea attacking unfortunately,-1
kim jong un extraordinary brother,0
sister kim seems cruel kim still dangerous,-1
wow big caring korean freedom cry,1
biased makes legal reporting ridicule national geographics must better,-1
clear removal total meeting trump,1
deadly family,0
israel us must abolished countries worldworming,0
remember suzan middle school yes married children cool remember kim yes served highest rulers dictators north korea,1
funny funky kim,1
funny boy kikim,1
everything end,0
attitude body fear,-1
bit frightening journalist track make contact indicating wants die die,-1
kennedy suggestion eisenhower yes good meatman basically even selected government top dog must act like want respect authority someone say shoot imagine brutal system young person surrounded old dogs pretended loyal must cruel head cut thought would ignore brother silent addition spilled family saying eat alone,-1
course terrible killed brother us many others also kill informant provides information foreign intelligence,-1
th largest military understand,0
wonder national geographic channel,0
hhhh small countries like n korea never anything us allies us strong country world history us strong allies,1
west bears responsibility snake eats,0
country countries found new ways directly thing maintain tight things country countries open direct like afghanistan indirect like us,1
best korean president kim jong un,1
woman kills hassle know dangers substance looks right hands forward immediately goes bathroom wash hands,-1
comedian,1
americans peaceful whole world,1
innocent actress applying poison without affecting,-1
vladimir putin tried sustain failed war ukraine asking help north korea putin kim evil matching every stereotype hollywood evil government making difficult understand actually dangerous,-1
makes love dysfunctional family,1
less criminal regime us gb france mean less,-1
great leadership,1
like chairman kim made sure change us regime,1
full misunderstanding north korea,-1
north korea fortunate ruler like kim jong un,1
strong man makes country strong tight countries world people happy,1
indopride jk,1
man,0
donald trump shakes hands united nations happened,1
korea andam brahtars yen,0
completely disappointing last hours watching youtube documents north korea wow know whole situation serious grandfather sent,0
extraordinary video great,1
