text_stopword,text_akhir,label
"['first', 'question', 'minute', 'dictator', 'climes']",first question minute dictator climes,1
"['dislike', 'hate', 'us', 'puppet']",dislike hate us puppet,-1
"['agree', 'still', 'money', 'views', 'likes', 'money', 'nothing', 'rotting', 'capitalism', 'free', 'death', 'free', 'europe', 'knowledge', 'free', 'like', 'amerikkka']",agree still money views likes money nothing rotting capitalism free death free europe knowledge free like amerikkka,1
"['interesting', 'informative', 'wasted', 'precious', 'minutes', 'life']",interesting informative wasted precious minutes life,1
"['demon', 'north', 'korea', 'president']",demon north korea president,0
"['understand', 'basis', 'premise', 'made', 'beginning', 'documentary', 'indication', 'leadership', 'dprk', 'plans', 'change', 'anything', 'nukes', 'giving', 'look', 'happens', 'countries', 'give', 'weapons', 'libya', 'iraq', 'weapons', 'mass', 'destruction', 'simple', 'answer', 'invaded', 'detest', 'regime', 'reason', 'pursued', 'nukes', 'pay', 'attention']",understand basis premise made beginning documentary indication leadership dprk plans change anything nukes giving look happens countries give weapons libya iraq weapons mass destruction simple answer invaded detest regime reason pursued nukes pay attention,0
"['favorite', 'channel', 'since', 'kid', 'national', 'geographic', 'informative']",favorite channel since kid national geographic informative,1
"['prank', 'bro', 'prank', 'question']",prank bro prank question,0
"['actually', 'kind', 'makes', 'kim', 'jung', 'un', 'sympathizer', 'brother', 'plotting', 'got', 'take', 'victims', 'comes', 'betrayal']",actually kind makes kim jung un sympathizer brother plotting got take victims comes betrayal,1
"['tracked', 'find', 'kim', 'thanks', 'making', 'easier', 'find']",tracked find kim thanks making easier find,1
"['zuko', 'azula', 'situation']",zuko azula situation,0
"['national', 'geographic', 'make', 'similar', 'documentary', 'rajapaksa', 'family', 'similar', 'full', 'murders', 'corruptions']",national geographic make similar documentary rajapaksa family similar full murders corruptions,0
"['reason', 'every', 'aim', 'objective', 'think', 'reason', 'usa', 'irony', 'usa', 'thinks', 'nk', 'rogue', 'nation', 'nk', 'people', 'also', 'think', 'usa', 'rogue', 'nation', 'trying', 'stand', 'rogue', 'nations']",reason every aim objective think reason usa irony usa thinks nk rogue nation nk people also think usa rogue nation trying stand rogue nations,0
"['send', 'icbm']",send icbm,0
"['fact', 'get', 'free', 'documentaries', 'youtube', 'national', 'geographic', 'truly', 'gift']",fact get free documentaries youtube national geographic truly gift,1
"['hey', 'youtube', 'watching']",hey youtube watching,0
"['classic', 'country']",classic country,1
"['excellent', 'presentation', 'straight', 'point', 'good', 'see', 'brought', 'real', 'people', 'engaged', 'mission', 'mint', 'guys', 'explained', 'everything', 'nothing', 'less', 'nothing', 'bore']",excellent presentation straight point good see brought real people engaged mission mint guys explained everything nothing less nothing bore,1
"['understand', 'people', 'allows', 'single', 'tyrant', 'manipulate', 'dictate', 'abuse', 'absolute', 'control', 'easily', 'gang', 'eliminate', 'totally', 'free', 'happy', 'prosperous', 'life', 'without', 'tyrant', 'dictator', 'like']",understand people allows single tyrant manipulate dictate abuse absolute control easily gang eliminate totally free happy prosperous life without tyrant dictator like,1
"['lying', 'knew']",lying knew,0
"['start', 'propagate', 'overseas', 'time', 'develop', 'something', 'expect', 'happen', 'modern', 'society', 'hope', 'broke', 'brutal', 'dictatorship', 'cycle', 'way', 'starting', 'strip', 'propaganda', 'one', 'one']",start propagate overseas time develop something expect happen modern society hope broke brutal dictatorship cycle way starting strip propaganda one one,-1
"['thing', 'video', 'made', 'western', 'say', 'main', 'reason', 'world', 'violence']",thing video made western say main reason world violence,0
"['call', 'nk', 'criminal', 'regime', 'consider', 'usa', 'criminal', 'regime', 'million', 'dead', 'victims', 'irak', 'alone']",call nk criminal regime consider usa criminal regime million dead victims irak alone,-1
"['made', 'documentary', 'usa', 'killing', 'millions', 'middle', 'east']",made documentary usa killing millions middle east,0
"['shall', 'reigned', 'terror', 'love', 'said', 'shall', 'older', 'rule', 'younger', 'younger', 'shall', 'rule', 'older']",shall reigned terror love said shall older rule younger younger shall rule older,1
"['happy', 'saving', 'ukraine', 'someone', 'needed', 'balls', 'step', 'noone', 'hurting', 'anyone', 'life', 'precious']",happy saving ukraine someone needed balls step noone hurting anyone life precious,1
"['sorry', 'adult', 'least', 'one', 'brain', 'cell', 'goes', 'around', 'smothering', 'people', 'kind', 'substance', 'much', 'less', 'airport', 'prank', 'also', 'kim', 'sister', 'seems', 'way', 'evil', 'means', 'anything', 'level', 'disgusting']",sorry adult least one brain cell goes around smothering people kind substance much less airport prank also kim sister seems way evil means anything level disgusting,-1
"['poor', 'horse', 'holding', 'fat', 'ridiculous']",poor horse holding fat ridiculous,-1
"['quite', 'interesting']",quite interesting,1
"['beautiful', 'would', 'take', 'good', 'care', 'people', 'country', 'going', 'great', 'person', 'share', 'people', 'family', 'members']",beautiful would take good care people country going great person share people family members,1
"['life', 'us', 'terrible', 'portray', 'north', 'korea']",life us terrible portray north korea,-1
"['pig', 'riding', 'horse']",pig riding horse,0
"['kim', 'thinks', 'cool', 'rest', 'thinks', 'regular', 'ah']",kim thinks cool rest thinks regular ah,1
"['kim', 'jong', 'un', 'idol', 'devil', 'people', 'hehehe']",kim jong un idol devil people hehehe,0
"['kim', 'jong', 'un', 'great', 'america', 'needs', 'take', 'nose']",kim jong un great america needs take nose,1
"['sister', 'scarier', 'sadistic', 'leader']",sister scarier sadistic leader,0
"['sorry', 'horse', 'god', 'bless', 'darling']",sorry horse god bless darling,-1
"['nomatter', 'human', 'grows', 'power', 'like', 'single', 'drop', 'blood', 'starving', 'leopard', 'seat', 'everything', 'blurrs', 'saddest', 'thing', 'seen', 'long', 'time']",nomatter human grows power like single drop blood starving leopard seat everything blurrs saddest thing seen long time,0
"['country', 'full', 'puppets', 'sheep', 'worshiping', 'clown']",country full puppets sheep worshiping clown,1
"['north', 'korea', 'fire', 'nukes', 'emperors', 'palace', 'tokyo', 'hawaii', 'naval', 'town', 'norfolk', 'virginia', 'macarthur', 'wife', 'jean', 'buried']",north korea fire nukes emperors palace tokyo hawaii naval town norfolk virginia macarthur wife jean buried,0
"['really', 'think', 'kim', 'good', 'hes', 'presured', 'peers', 'ancestors', 'continue', 'rule', 'way', 'never', 'know']",really think kim good hes presured peers ancestors continue rule way never know,1
"['problem', 'really', 'people', 'transition', 'population', 'individuals', 'unable', 'think', 'framework', 'enables', 'start', 'journey', 'problem', 'framework', 'fully', 'tested']",problem really people transition population individuals unable think framework enables start journey problem framework fully tested,-1
"['hear', 'right', 'fourth', 'largest', 'military']",hear right fourth largest military,0
"['assassin', 'lady', 'indonesia', 'bcs', 'talks', 'like', 'one', 'like', 'malaysian']",assassin lady indonesia bcs talks like one like malaysian,0
"['great', 'leader', 'great', 'people', 'matter', 'many', 'lies', 'told', 'expense', 'time', 'propaganda', 'nonsense', 'unfortunate', 'people', 'evil', 'dictator', 'debunked', 'heard', 'positive', 'reviews', 'people', 'visited', 'north', 'korea', 'even', 'lived', 'time']",great leader great people matter many lies told expense time propaganda nonsense unfortunate people evil dictator debunked heard positive reviews people visited north korea even lived time,1
"['women', 'knew', 'exactly', 'happening']",women knew exactly happening,1
"['case', 'horse', 'better', 'every', 'way', 'rider', 'worthy', 'life', 'ugly', 'egomaniac', 'dictator']",case horse better every way rider worthy life ugly egomaniac dictator,0
"['russia', 'china', 'north', 'korea', 'iran', 'operate', 'way', 'like', 'mafia', 'terrorists']",russia china north korea iran operate way like mafia terrorists,0
"['listening', 'interview', 'yenomi', 'park', 'feel', 'documentary', 'fails', 'convey', 'horror', 'north', 'korea', 'actually']",listening interview yenomi park feel documentary fails convey horror north korea actually,-1
"['pause', 'video', 'people', 'falling', 'floor', 'mourn', 'dads', 'death', 'see', 'guy', 'laughing', 'act', 'media']",pause video people falling floor mourn dads death see guy laughing act media,0
"['learned', 'history', 'channel', 'school']",learned history channel school,0
"['still', 'thinking', 'cameraman', 'gutsy']",still thinking cameraman gutsy,0
"['desperate', 'follower', 'needs', 'rope', 'around', 'botany']",desperate follower needs rope around botany,-1
"['hecis', 'dictator', 'call', 'dictator', 'dictators', 'bogus', 'democracy']",hecis dictator call dictator dictators bogus democracy,0
"['like', 'guy']",like guy,0
"['change', 'think', 'still', 'lotof', 'potential', 'good', 'ruler', 'like', 'nikocado', 'alvacado', 'stop', 'thing']",change think still lotof potential good ruler like nikocado alvacado stop thing,1
"['know', 'kim', 'jong', 'looks', 'pretty', 'innocent', 'smiles']",know kim jong looks pretty innocent smiles,1
"['commie', 'kim', 'yung', 'un', 'guy', 'funny', 'hairdo']",commie kim yung un guy funny hairdo,1
['scary'],scary,-1
"['laughing', 'loud', 'fast', 'cheeks', 'jiggle', 'riding', 'horse', 'kinda', 'looks', 'like', 'chipmunk', 'food', 'stuffed', 'cheeks']",laughing loud fast cheeks jiggle riding horse kinda looks like chipmunk food stuffed cheeks,1
"['fact', 'cia', 'go', 'peoples', 'country', 'outrageous', 'go', 'america', 'spy', 'every', 'move']",fact cia go peoples country outrageous go america spy every move,-1
"['watch', 'western', 'propaganda', 'loves']",watch western propaganda loves,0
"['discovered', 'two', 'criminals', 'instructed', 'safely', 'deal', 'deadly', 'chemicals', 'rehearse', 'plan', 'clearly', 'faking', 'innocence', 'disgusting']",discovered two criminals instructed safely deal deadly chemicals rehearse plan clearly faking innocence disgusting,-1
"['one', 'mission', 'help', 'people', 'north', 'korea', 'understand', 'give', 'people', 'peace', 'freedom', 'nation']",one mission help people north korea understand give people peace freedom nation,0
"['inside', 'fat', 'kid', 'playing', 'castle']",inside fat kid playing castle,0
"['ruler', 'n', 'korea', 'like', 'king', 'landfill']",ruler n korea like king landfill,0
"['sad', 'see', 'never', 'missed', 'meal', 'people', 'malnourished']",sad see never missed meal people malnourished,-1
"['comrades', 'oh', 'god', 'comrades']",comrades oh god comrades,0
['interesting'],interesting,1
"['average', 'human', 'attention', 'span', 'seconds', 'national', 'geographic', 'managed', 'increase', 'mine', 'minutes']",average human attention span seconds national geographic managed increase mine minutes,0
"['kim', 'part', 'program', 'pauly']",kim part program pauly,0
"['look', 'like', 'burrito', 'ate', 'food', 'n', 'starving', 'people']",look like burrito ate food n starving people,0
"['korea', 'ugly', 'never', 'destroyed', 'countries', 'like', 'claim', 'democratic', 'sending', 'war', 'troops', 'claim', 'love', 'peace', 'smuggle', 'weapons', 'war']",korea ugly never destroyed countries like claim democratic sending war troops claim love peace smuggle weapons war,0
"['got', 'deep', 'state', 'written', 'way', 'got', 'interview', 'confess', 'innocence']",got deep state written way got interview confess innocence,0
"['fourth', 'largest', 'military']",fourth largest military,0
"['think', 'decision', 'go', 'diet']",think decision go diet,0
"['long', 'live', 'north', 'korea', 'kim', 'jong', 'family']",long live north korea kim jong family,0
"['mean', 'national', 'geo', 'indoctrinater', 'truly', 'orwell', 'sure', 'comparing', 'someone', 'want', 'influence', 'corrupt', 'corporate', 'world', 'involved', 'nation', 'demonize', 'would', 'say', 'nations', 'centeral', 'intelligence', 'importing', 'drugs', 'selling', 'people', 'tyrannical', 'laughing', 'loud', 'using', 'crime', 'way', 'remove', 'rights', 'everyone', 'would', 'ok', 'north', 'korea', 'making', 'drugs', 'selling', 'drugs', 'people', 'instead', 'making', 'drugs', 'selling', 'cia']",mean national geo indoctrinater truly orwell sure comparing someone want influence corrupt corporate world involved nation demonize would say nations centeral intelligence importing drugs selling people tyrannical laughing loud using crime way remove rights everyone would ok north korea making drugs selling drugs people instead making drugs selling cia,0
